,i_vbias,ibn,p_vbias,vgs_m1,drc,lvs,em,name,type,time,OK
0,-0.0000227594,0.0000227709,0.000020483460000000002,0.71475,-,-,-,ff,Sch,1778397859.654224,True
1,-0.0000250107,0.0000250233,0.00002250963,0.814901,-,-,-,ss,Sch,1778397859.654712,True
